PV804903_Eulimnogammarus_marituji_W_EmarBK_COI_EmaritujiL5_EmaW,0.0871326715,0.0871316731,0.0818594463,0.0859959709,0.0839312019,0.0880917215,0.0839199539,0.0839292153,0.0839261368,0.0839272279,0.0839471419,0.0818699877,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0825197688,0.0887854571,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0000039936,0.0021016767,0.0021135804,0.0021113609,0,0.0042430645,0.0021080996,0.0042163914,0.0042141154,0.0850528887,0.0892138863,0.0892200653,0.0892126293,0.0892126293,0.0892084274,0.0913617461,0.0913617461,0.0871326715,0.0871326715,0.0871326715,0.0871326715,0.0871326715,0.0871326715,0.0871326715,0.0871326715,0.0871326715,0.0871326715,
PV804920_Eulimnogammarus_marituji_W_EmarL1_COI_EmaritujiL5_EmaW,0.0913717424,0.0913707440,0.0860985172,0.0902350418,0.0881702728,0.0923307924,0.0881590248,0.0881682862,0.0881652077,0.0881662988,0.0881862128,0.0861090586,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0867588397,0.0930245280,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0042450613,0.0063427444,0.0063546481,0.0063524286,0.0042430645,0,0.0063471705,0.0084554623,0.0084531863,0.0892919596,0.0934529572,0.0934591362,0.0934517002,0.0934517002,0.0934474983,0.0956008170,0.0956008170,0.0913717424,0.0913717424,0.0913717424,0.0913717424,0.0913717424,0.0913717424,0.0913717424,0.0913717424,0.0913717424,0.0913717424,
PV804928_Eulimnogammarus_marituji_W_AmspY10_COI_EmaritujiL5_EmaW,0.0850265687,0.0850255703,0.0797533435,0.0838898681,0.0818250991,0.0859856187,0.0818138511,0.0818231125,0.0818200340,0.0818211251,0.0818410391,0.0797638849,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0804136660,0.0866793543,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0021100964,0.0042077795,0.0042196832,0.0042174637,0.0021080996,0.0063471705,0,0.0021102886,0.0021080126,0.0829467859,0.0871077835,0.0871139625,0.0871065265,0.0871065265,0.0871023246,0.0892556433,0.0892556433,0.0850265687,0.0850265687,0.0850265687,0.0850265687,0.0850265687,0.0850265687,0.0850265687,0.0850265687,0.0850265687,0.0850265687,
PV804929_Eulimnogammarus_marituji_W_AmspY11_COI_EmaritujiL5_EmaW,0.0871328637,0.0871318653,0.0818596385,0.0859961631,0.0839313941,0.0880919137,0.0839201461,0.0839294075,0.0839263290,0.0839274201,0.0839473341,0.0818701799,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0825199610,0.0887856493,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0042183882,0.0063160713,0.0063279750,0.0063257555,0.0042163914,0.0084554623,0.0021102886,0,0.0042143076,0.0850530809,0.0892140785,0.0892202575,0.0892128215,0.0892128215,0.0892086196,0.0913619383,0.0913619383,0.0871328637,0.0871328637,0.0871328637,0.0871328637,0.0871328637,0.0871328637,0.0871328637,0.0871328637,0.0871328637,0.0871328637,
PV804932_Eulimnogammarus_marituji_W_AmspY14_COI_EmaritujiL5_EmaW,0.0829205529,0.0829195545,0.0776473277,0.0817838523,0.0797190833,0.0838796029,0.0797078353,0.0797170967,0.0797140182,0.0797151093,0.0797350233,0.0776578691,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0783076502,0.0845733385,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0042161122,0.0063137953,0.0063256990,0.0063234795,0.0042141154,0.0084531863,0.0021080126,0.0042143076,0,0.0808407701,0.0850017677,0.0850079467,0.0850005107,0.0850005107,0.0849963088,0.0871496275,0.0871496275,0.0829205529,0.0829205529,0.0829205529,0.0829205529,0.0829205529,0.0829205529,0.0829205529,0.0829205529,0.0829205529,0.0829205529,
PV804895_Eulimnogammarus_marituji_S_GRA4_COI_EmaritujiLAmspY20_EmaS,0.0020817796,0.0020807812,0.1100843294,0.1142208540,0.1121560850,0.1163166046,0.1121448370,0.1121540984,0.1121510199,0.1121521110,0.1121720250,0.1100948708,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1107446519,0.1170103402,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0850548855,0.0871525686,0.0871644723,0.0871622528,0.0850528887,0.0892919596,0.0829467859,0.0850530809,0.0808407701,0,0.0041629944,0.0041691734,0.0041617374,0.0041617374,0.0041575355,0.0063108542,0.0063108542,0.0020817796,0.0020817796,0.0020817796,0.0020817796,0.0020817796,0.0020817796,0.0020817796,0.0020817796,0.0020817796,0.0020817796,
PV804931_Eulimnogammarus_marituji_S_AmspY13_COI_EmaritujiLAmspY20_EmaS,0.0020872052,0.0020862068,0.1142453270,0.1183818516,0.1163170826,0.1204776022,0.1163058346,0.1163150960,0.1163120175,0.1163131086,0.1163330226,0.1142558684,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1149056495,0.1211713378,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0892158831,0.0913135662,0.0913254699,0.0913232504,0.0892138863,0.0934529572,0.0871077835,0.0892140785,0.0850017677,0.0041629944,0,0.0041745990,0.0041671630,0.0041671630,0.0041629611,0.0063162798,0.0063162798,0.0020872052,0.0020872052,0.0020872052,0.0020872052,0.0020872052,0.0020872052,0.0020872052,0.0020872052,0.0020872052,0.0020872052,
PV804887_Eulimnogammarus_marituji_S_AmspA15_COI_EmaritujiLAmspY20_EmaS,0.0020893906,0.0020903890,0.1142515060,0.1183880306,0.1163232616,0.1204837812,0.1163120136,0.1163212750,0.1163181965,0.1163192876,0.1163392016,0.1142620474,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1149118285,0.1211775168,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0892220621,0.0913197452,0.0913316489,0.0913294294,0.0892200653,0.0934591362,0.0871139625,0.0892202575,0.0850079467,0.0041691734,0.0041745990,0,0.0041653548,0.0041653548,0.0041631497,0.0063164684,0.0063164684,0.0020893906,0.0020893906,0.0020893906,0.0020893906,0.0020893906,0.0020893906,0.0020893906,0.0020893906,0.0020893906,0.0020893906,
PV804934_Eulimnogammarus_marituji_S_AmspY16_COI_EmaritujiLAmspY20_EmaS,0.0020819546,0.0020829530,0.1142440700,0.1183805946,0.1163158256,0.1204763452,0.1163045776,0.1163138390,0.1163107605,0.1163118516,0.1163317656,0.1142546114,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1211700808,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0913123092,0.0913242129,0.0913219934,0.0892126293,0.0934517002,0.0871065265,0.0892128215,0.0850005107,0.0041617374,0.0041671630,0.0041653548,0,0.0000019968,0.0041557137,0.0063090324,0.0063090324,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,
PV804936_Eulimnogammarus_marituji_S_AmspY19_COI_EmaritujiLAmspY20_EmaS,0.0020819546,0.0020829530,0.1142440700,0.1183805946,0.1163158256,0.1204763452,0.1163045776,0.1163138390,0.1163107605,0.1163118516,0.1163317656,0.1142546114,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1149043925,0.1211700808,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0892146261,0.0913123092,0.0913242129,0.0913219934,0.0892126293,0.0934517002,0.0871065265,0.0892128215,0.0850005107,0.0041617374,0.0041671630,0.0041653548,0.0000019968,0,0.0041557137,0.0063090324,0.0063090324,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,0.0020819546,
PV804927_Eulimnogammarus_marituji_S_AmspY9_COI_EmaritujiLAmspY20_EmaS,0.0020777527,0.0020787511,0.1142398681,0.1183763927,0.1163116237,0.1204721433,0.1163003757,0.1163096371,0.1163065586,0.1163076497,0.1163275637,0.1142504095,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1149001906,0.1211658789,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0892104242,0.0913081073,0.0913200110,0.0913177915,0.0892084274,0.0934474983,0.0871023246,0.0892086196,0.0849963088,0.0041575355,0.0041629611,0.0041631497,0.0041557137,0.0041557137,0,0.0063028337,0.0063028337,0.0020777527,0.0020777527,0.0020777527,0.0020777527,0.0020777527,0.0020777527,0.0020777527,0.0020777527,0.0020777527,0.0020777527,
PV804933_Eulimnogammarus_marituji_S_AmspY15_COI_EmaritujiLAmspY20_EmaS,0.0042310714,0.0042320698,0.1163931868,0.1205297114,0.1184649424,0.1226254620,0.1184536944,0.1184629558,0.1184598773,0.1184609684,0.1184808824,0.1164037282,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1233191976,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0934614260,0.0934733297,0.0934711102,0.0913617461,0.0956008170,0.0892556433,0.0913619383,0.0871496275,0.0063108542,0.0063162798,0.0063164684,0.0063090324,0.0063090324,0.0063028337,0,0.0000019968,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,
PV804937_Eulimnogammarus_marituji_S_AmspY20_COI_EmaritujiLAmspY20_EmaS,0.0042310714,0.0042320698,0.1163931868,0.1205297114,0.1184649424,0.1226254620,0.1184536944,0.1184629558,0.1184598773,0.1184609684,0.1184808824,0.1164037282,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1170535093,0.1233191976,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0913637429,0.0934614260,0.0934733297,0.0934711102,0.0913617461,0.0956008170,0.0892556433,0.0913619383,0.0871496275,0.0063108542,0.0063162798,0.0063164684,0.0063090324,0.0063090324,0.0063028337,0.0000019968,0,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,0.0042310714,
PV804893_Eulimnogammarus_marituji_S_GRA1_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PV804907_Eulimnogammarus_marituji_S_MR1PB_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PV804883_Eulimnogammarus_marituji_S_AmspA6_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PV804882_Eulimnogammarus_marituji_S_AmspA5_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
PV804885_Eulimnogammarus_marituji_S_AmspA12_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
PV804930_Eulimnogammarus_marituji_S_AmspY12_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,
PV804884_Eulimnogammarus_marituji_S_AmspA11_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
PV804897_Eulimnogammarus_marituji_S_GRA6_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,
PV804896_Eulimnogammarus_marituji_S_GRA5_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
PV804908_Eulimnogammarus_marituji_S_MR2PB_COI_EmaritujiLAmspY20_EmaS,0.0,0.0000029952,0.1121641122,0.1163006368,0.1142358678,0.1183963874,0.1142246198,0.1142338812,0.1142308027,0.1142318938,0.1142518078,0.1121746536,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1128244347,0.1190901230,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0871346683,0.0892323514,0.0892442551,0.0892420356,0.0871326715,0.0913717424,0.0850265687,0.0871328637,0.0829205529,0.0020817796,0.0020872052,0.0020893906,0.0020819546,0.0020819546,0.0020777527,0.0042310714,0.0042310714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
